ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD,geometry
1178472-999-847,26,1,2024,30,2,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,PERIFÉRICO ORIENTE,SALAMANCA,,-110.9311376,29.09304635,POINT (-110.9311376 29.09304635)
1178472-999-11,26,1,2024,30,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,44,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ LÓPEZ PORTILLO,ARIZONA,,-110.9782044,29.1241183,POINT (-110.9782044 29.1241183)
1178472-999-857,26,1,2024,30,6,15,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EMILIANO ZAPATA,NICOLÁS BRAVO,,-111.4875491,28.84548992,POINT (-111.4875491 28.84548992)
1178472-999-713,26,1,2024,30,8,50,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,SOLIDARIDAD,SOLIDARIDAD,,-110.9960329,29.13983844,POINT (-110.9960329 29.13983844)
1178472-999-729,26,1,2024,30,11,50,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GASPAR LUKEN ESCALANTE,JERUSALEM,,-111.0342204,29.12153626,POINT (-111.0342204 29.12153626)
1178472-999-165,26,1,2024,30,12,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO SALAZAR,REPÚBLICA DE PANAMÁ,,-111.0055473,29.11622853,POINT (-111.0055473 29.11622853)
1178472-999-356,26,1,2024,30,14,20,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SOLIDARIDAD,SAN RAFAEL,,-110.994458,29.13627994,POINT (-110.994458 29.13627994)
1178472-999-546,26,1,2024,30,15,34,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,LÁZARO CÁRDENAS DEL RÍO,MARGARITA MAZA DE JUÁREZ,,-110.9884887,29.12206424,POINT (-110.9884887 29.12206424)
1178472-999-496,26,1,2024,30,16,30,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,51,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ SANTIAGO HEALY,DOCTOR DOMINGO OLIVARES,,-110.9786751,29.09958439,POINT (-110.9786751 29.09958439)
1178472-999-495,26,1,2024,30,16,30,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EL TRONCONAL - SAN MIGUEL DE HORCASITAS,,EL TRONCONAL - SAN MIGUEL DE HORCASITAS,-110.8597542,29.2104687,POINT (-110.8597542 29.2104687)
1178472-999-901,26,1,2024,30,16,40,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL LÁZARO CÁRDENAS,EDUARDO SÁNCHEZ,,-110.99351,29.04273825,POINT (-110.99351 29.04273825)
1178472-999-261,26,1,2024,30,18,10,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SANTA TERESA DE JESÚS,PAULINA CÁZARES,,-111.0275455,29.12773927,POINT (-111.0275455 29.12773927)
1178472-999-518,26,1,2024,30,18,30,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,LÁZARO CÁRDENAS DEL RÍO,SOLIDARIDAD,,-110.9924001,29.124385,POINT (-110.9924001 29.124385)
1178472-999-519,26,1,2024,30,18,30,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,REAL DE LA JARA,CORRALEÑO,,-111.0441058,29.11195182,POINT (-111.0441058 29.11195182)
1178472-999-810,26,1,2024,30,18,58,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MANUEL DE JESÚS CLOUTHIER DEL RINCÓN,XÓLOTL,,-110.9603665,29.02563313,POINT (-110.9603665 29.02563313)
1178472-999-818,26,1,2024,30,19,8,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,VENTOLERA,,,-111.0541413,29.10509541,POINT (-111.0541413 29.10509541)
1178472-999-642,26,1,2024,30,19,40,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,68,0,0,0,0,0,0,0,0,0,0,0,0,3,SEGURO SOCIAL,ISRAEL GONZÁLEZ,,-110.9576461,29.10291682,POINT (-110.9576461 29.10291682)
1178472-999-380,26,1,2024,30,20,20,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LÁZARO MERCADO,VILLA DEL SAUCE,,-111.0188661,29.1447887,POINT (-111.0188661 29.1447887)
1178472-999-534,26,1,2024,30,20,30,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUSTÍN F. ZAMORA,ENGUERRANDO TAPIA QUIJADA,,-111.0151778,29.16449072,POINT (-111.0151778 29.16449072)
1178472-999-879,26,1,2024,30,21,30,1,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NICOLÁS BRAVO,ROSARIO IBARRA DE PIEDRA,,-111.4999097,28.84535755,POINT (-111.4999097 28.84535755)
1178472-999-652,26,1,2024,30,23,40,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,13,0,1,0,3,0,0,0,0,0,0,0,4,2,LEANDRO VALLE,PERA DE JUAN CALDERÓN,,-110.9979821,29.12921571,POINT (-110.9979821 29.12921571)
1178472-999-725,26,1,2024,30,10,50,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA MORELOS Y PAVÓN,SIETE,,-110.950992,29.11761588,POINT (-110.950992 29.11761588)
1178472-999-44,26,1,2024,30,11,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS ENCINAS JOHNSON,LUIS ENCINAS JOHNSON,,-110.9557333,29.08471073,POINT (-110.9557333 29.08471073)
1178472-999-300,26,1,2024,30,12,15,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GASPAR LUKEN ESCALANTE,,,-111.0480036,29.11970782,POINT (-111.0480036 29.11970782)
1178472-999-245,26,1,2024,30,14,10,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ LÓPEZ PORTILLO,2,,-110.9583514,29.12612443,POINT (-110.9583514 29.12612443)
1178472-999-474,26,1,2024,30,14,30,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MAZATÁN,GENERAL BERNARDO REYES,,-110.9670736,29.13447467,POINT (-110.9670736 29.13447467)
1178472-999-556,26,1,2024,30,14,35,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LÁZARO CÁRDENAS DEL RÍO,LÁZARO MERCADO,,-111.0150386,29.13273274,POINT (-111.0150386 29.13273274)
1178472-999-80,26,1,2024,30,15,0,2,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO MURRIETA,LUIS DONALDO COLOSIO MURRIETA,,-111.0061428,29.08233905,POINT (-111.0061428 29.08233905)
1178472-999-81,26,1,2024,30,15,0,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,IXTLACIHUATL,PERIFÉRICO SUR,,-110.9486728,29.03483778,POINT (-110.9486728 29.03483778)
1178472-999-315,26,1,2024,30,15,16,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ENRIQUE MAZÓN LÓPEZ,ENRIQUE MAZÓN LÓPEZ,,-110.9237757,29.09820747,POINT (-110.9237757 29.09820747)
1178472-999-626,26,1,2024,30,15,40,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DE LA REFORMA,CALLE DE LA REFORMA,,-110.9645227,29.06885576,POINT (-110.9645227 29.06885576)
1178472-999-749,26,1,2024,30,15,50,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SOLIDARIDAD,SOLIDARIDAD,,-110.9923464,29.10867128,POINT (-110.9923464 29.10867128)
1178472-999-753,26,1,2024,30,16,50,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SOLIDARIDAD,SOLIDARIDAD,,-110.9923125,29.10754385,POINT (-110.9923125 29.10754385)
1178472-999-903,26,1,2024,30,16,58,2,2,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 4 SUR,,CALLE 4 SUR,-111.3912916,28.5400693,POINT (-111.3912916 28.5400693)
1178472-999-906,26,1,2024,30,17,0,2,2,0,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,1,0,0,0,0,0,0,0,1,2,UNO (ALFREDO EGUIARTE),GUADALUPE VICTORIA,,-110.9686499,29.11274197,POINT (-110.9686499 29.11274197)
1178472-999-869,26,1,2024,30,17,30,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ ALBERTO HEALY NORIEGA,JOSÉ ALBERTO HEALY NORIEGA,,-110.9967533,29.15217758,POINT (-110.9967533 29.15217758)
1178472-999-960,26,1,2024,30,18,20,2,2,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CARLOS QUINTERO ARCE,ISABELA,,-111.0051858,29.05411027,POINT (-111.0051858 29.05411027)
1178472-999-569,26,1,2024,30,18,35,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS GARCÍA MORALES,JESÚS GARCÍA MORALES,,-111.0066952,29.0946926,POINT (-111.0066952 29.0946926)
1178472-999-159,26,1,2024,30,19,1,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL LÁZARO CÁRDENAS,ANTONIO DE QUIROGA,,-111.0044831,29.03434708,POINT (-111.0044831 29.03434708)
1178472-999-528,26,1,2024,30,19,30,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ABELARDO L. RODRÍGUEZ,ABELARDO L. RODRÍGUEZ,,-110.9515732,29.09745857,POINT (-110.9515732 29.09745857)
1178472-999-134,26,1,2024,30,20,0,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CARLOS QUINTERO ARCE,MONTEJO,,-111.0048538,29.05215254,POINT (-111.0048538 29.05215254)
1178472-999-934,26,1,2024,30,22,0,2,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUSTÍN DE VILDOSOLA,CULTURA,,-110.9551285,29.06741289,POINT (-110.9551285 29.06741289)
1178472-999-209,26,1,2024,30,22,7,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUSTÍN F. ZAMORA,ENGUERRANDO TAPIA QUIJADA,,-111.0151739,29.16448719,POINT (-111.0151739 29.16448719)
1178472-999-853,26,1,2024,30,4,5,3,3,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ FLORES CASAS,SANTA GERTRUDIS,,-110.9942192,29.04694972,POINT (-110.9942192 29.04694972)
1178472-999-970,26,1,2024,30,9,30,3,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUSTÍN DE VILDOSOLA,CULTURA,,-110.9551332,29.06741397,POINT (-110.9551332 29.06741397)
1178472-999-232,26,1,2024,30,10,10,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUSTÍN F. ZAMORA,AGUSTÍN F. ZAMORA,,-111.0064066,29.14638067,POINT (-111.0064066 29.14638067)
1178472-999-836,26,1,2024,30,10,35,3,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,LUIS DONALDO COLOSIO MURRIETA,MARIANO MATAMOROS,,-110.9526219,29.08108097,POINT (-110.9526219 29.08108097)
1178472-999-951,26,1,2024,30,11,11,3,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS YAQUIS,PROFESOR LÁZARO MERCADO,,-111.0159895,29.11587326,POINT (-111.0159895 29.11587326)
1178472-999-706,26,1,2024,30,13,49,3,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CULTURA,PASEO RÍO SANTA CRUZ,,-110.9615517,29.06721694,POINT (-110.9615517 29.06721694)
1178472-999-1023,26,1,2024,30,14,32,3,3,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,9,0,0,0,0,0,0,0,0,1,0,0,0,1,2,LÁZARO CÁRDENAS DEL RÍO,IGNACIO MANUEL ALTAMIRANO,,-110.9969481,29.12693533,POINT (-110.9969481 29.12693533)
1178472-999-557,26,1,2024,30,14,35,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JAUDIEL ZAMORANO LEDESMA,PROFESOR ALFONSO LÓPEZ RIESGO,,-110.9436049,29.00850131,POINT (-110.9436049 29.00850131)
1178472-999-363,26,1,2024,30,15,20,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ARTURO S. HARO,PERIFÉRICO NORTE,,-110.9906068,29.10999459,POINT (-110.9906068 29.10999459)
1178472-999-423,26,1,2024,30,16,27,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ESPERANZA,CABO SAN ANTONIO,,-111.0206294,29.11632965,POINT (-111.0206294 29.11632965)
1178472-999-497,26,1,2024,30,16,30,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL MIGUEL PIÑA,HUACHINERA,,-110.9711375,29.1406348,POINT (-110.9711375 29.1406348)
1178472-999-103,26,1,2024,30,17,0,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GASTÓN MADRID,IGNACIO LÓPEZ RAYÓN,,-110.947348,29.08679793,POINT (-110.947348 29.08679793)
1178472-999-798,26,1,2024,30,17,55,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ALFÉREZ JUAN BAUTISTA DE ESCALANTE,ALFÉREZ JUAN BAUTISTA DE ESCALANTE,,-110.9816644,29.14566826,POINT (-110.9816644 29.14566826)
1178472-999-689,26,1,2024,30,18,45,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS GARCÍA MORALES,JESÚS GARCÍA MORALES,,-111.0223803,29.09537414,POINT (-111.0223803 29.09537414)
1178472-999-1008,26,1,2024,30,18,50,3,3,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS ENCINAS JOHNSON,LOS PINOS,,-110.9319466,29.07752864,POINT (-110.9319466 29.07752864)
1178472-999-198,26,1,2024,30,19,5,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CAPOMO,TÁSCATE,,-110.9317539,29.01024766,POINT (-110.9317539 29.01024766)
1178472-999-964,26,1,2024,30,19,24,3,3,2,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VILLA HIDALGO,VILLA HIDALGO,,-110.9818129,29.01784445,POINT (-110.9818129 29.01784445)
1178472-999-135,26,1,2024,30,20,0,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN NAVARRETE,JUAN NAVARRETE,,-110.9892717,29.08891341,POINT (-110.9892717 29.08891341)
1178472-999-200,26,1,2024,30,20,5,3,3,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS ENCINAS JOHNSON,LUIS ENCINAS JOHNSON,,-110.9667372,29.08882212,POINT (-110.9667372 29.08882212)
1178472-999-148,26,1,2024,30,22,0,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,OLIVARES,AGUA CALIENTE,,-110.9881021,29.14931968,POINT (-110.9881021 29.14931968)
1178472-999-913,26,1,2024,30,6,35,4,4,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,1,0,0,0,0,0,0,0,1,2,JUAN NAVARRETE,JUAN NAVARRETE,,-111.0066614,29.08818396,POINT (-111.0066614 29.08818396)
1178472-999-581,26,1,2024,30,7,38,4,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS GARCÍA MORALES,JESÚS GARCÍA MORALES,,-111.041638,29.09128404,POINT (-111.041638 29.09128404)
1178472-999-703,26,1,2024,30,8,48,4,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS GARCÍA MORALES,JESÚS GARCÍA MORALES,,-110.9924643,29.09384722,POINT (-110.9924643 29.09384722)
1178472-999-784,26,1,2024,30,8,55,4,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,GASPAR LUKEN ESCALANTE,CERRADA DE LOS CORAS,,-111.0503778,29.12065097,POINT (-111.0503778 29.12065097)
1178472-999-26,26,1,2024,30,9,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CABO BLANCO,PUEBLO DE ÁLAMO,,-111.0226411,29.13018948,POINT (-111.0226411 29.13018948)
1178472-999-444,26,1,2024,30,9,30,4,4,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ENRIQUE MAZÓN LÓPEZ,FRANCISCO EUSEBIO KINO,,-110.9310284,29.09712275,POINT (-110.9310284 29.09712275)
1178472-999-721,26,1,2024,30,9,50,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3,DOCTOR AGUILAR,MARSELLA,,-110.9645802,29.07732201,POINT (-110.9645802 29.07732201)
1178472-999-601,26,1,2024,30,10,40,4,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS GARCÍA MORALES,JESÚS GARCÍA MORALES,,-111.0395289,29.09164576,POINT (-111.0395289 29.09164576)
1178472-999-656,26,1,2024,30,11,43,4,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VERACRUZ,GENERAL MARIANO ESCOBEDO,,-110.959408,29.09340108,POINT (-110.959408 29.09340108)
1178472-999-469,26,1,2024,30,13,30,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ALFÉREZ JUAN BAUTISTA DE ESCALANTE,ALFÉREZ JUAN BAUTISTA DE ESCALANTE,,-110.9963285,29.14397212,POINT (-110.9963285 29.14397212)
1178472-999-57,26,1,2024,30,14,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO MURRIETA,ROSALES,,-110.9580332,29.0807132,POINT (-110.9580332 29.0807132)
1178472-999-56,26,1,2024,30,14,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DE LAS PALMAS,PASEO DE LAS PALMAS,,-110.9422033,29.04013769,POINT (-110.9422033 29.04013769)
1178472-999-58,26,1,2024,30,14,0,4,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TOPAHUE,CARLOS CATUREGLI,,-110.9885908,29.14038093,POINT (-110.9885908 29.14038093)
1178472-999-833,26,1,2024,30,14,20,4,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,HESEN,TESOTA,,-111.0045513,29.16244522,POINT (-111.0045513 29.16244522)
1178472-999-365,26,1,2024,30,15,20,4,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO LAS LOMAS,PERIFÉRICO SUR,,-110.9453551,29.03417811,POINT (-110.9453551 29.03417811)
1178472-999-364,26,1,2024,30,15,20,4,4,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ LÓPEZ PORTILLO,LEANDRO P. GAXIOLA,,-110.9868514,29.12319561,POINT (-110.9868514 29.12319561)
1178472-999-90,26,1,2024,30,16,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,CULIACÁN,PROFESOR ÁNGEL ARREOLA,,-111.013656,29.1112763,POINT (-111.013656 29.1112763)
1178472-999-104,26,1,2024,30,17,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ABELARDO L. RODRÍGUEZ,ABELARDO L. RODRÍGUEZ,,-110.9574308,29.08765522,POINT (-110.9574308 29.08765522)
1178472-999-845,26,1,2024,30,17,4,4,4,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,ISRAEL GONZÁLEZ,ÁNGEL GARCÍA ABURTO,,-110.9590486,29.11174196,POINT (-110.9590486 29.11174196)
1178472-999-820,26,1,2024,30,17,15,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,25,0,0,0,0,0,1,0,0,0,0,0,1,2,PERIMETRAL NORTE,PERIMETRAL NORTE,,-111.0253358,29.10911467,POINT (-111.0253358 29.10911467)
1178472-999-958,26,1,2024,30,17,20,4,4,1,0,10,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MÉRIDA,CARLOS BALDERRAMA,,-111.0113848,29.11405886,POINT (-111.0113848 29.11405886)
1178472-999-510,26,1,2024,30,17,30,4,4,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DOCTOR IGNACIO PESQUEIRA,CALLE DE LA REFORMA,,-110.9658485,29.0789574,POINT (-110.9658485 29.0789574)
1178472-999-766,26,1,2024,30,18,50,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CAMELIA,TAYDE LÓPEZ DEL CASTILLO,,-110.9830552,29.11391066,POINT (-110.9830552 29.11391066)
1178472-999-850,26,1,2024,30,19,0,4,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EMILIANO ZAPATA,ALBAÑILES,,-110.9643042,29.02944234,POINT (-110.9643042 29.02944234)
